"","Chestnut_contig","gene_number"
"8201","contig0009182",1
"8202","contig0009183",1
"8203","contig0009184",1
"8204","contig0009185",4
"8205","contig0009187",1
"8206","contig0009188",1
"8207","contig0009189",4
"8208","contig0009190",1
"8209","contig0009191",2
"8210","contig0009194",1
"8211","contig0009195",1
"8212","contig0009196",1
"8213","contig0009198",1
"8214","contig0009199",1
"8215","contig0009203",2
"8216","contig0009204",3
"8217","contig0009205",2
"8218","contig0009207",4
"8219","contig0009208",1
"8220","contig0009209",1
"8221","contig0009210",1
"8222","contig0009211",2
"8223","contig0009213",2
"8224","contig0009215",2
"8225","contig0009217",2
"8226","contig0009219",1
"8227","contig0009221",3
"8228","contig0009222",3
"8229","contig0009225",1
"8230","contig0009226",2
"8231","contig0009227",2
"8232","contig0009228",1
"8233","contig0009229",2
"8234","contig0009230",1
"8235","contig0009232",1
"8236","contig0009233",2
"8237","contig0009234",1
"8238","contig0009236",1
"8239","contig0009237",1
"8240","contig0009238",1
"8241","contig0009240",2
"8242","contig0009241",2
"8243","contig0009243",1
"8244","contig0009244",1
"8245","contig0009250",1
"8246","contig0009252",1
"8247","contig0009254",1
"8248","contig0009255",1
"8249","contig0009258",1
"8250","contig0009260",2
"8251","contig0009261",1
"8252","contig0009266",1
"8253","contig0009267",4
"8254","contig0009268",2
"8255","contig0009271",1
"8256","contig0009272",1
"8257","contig0009274",2
"8258","contig0009275",2
"8259","contig0009276",2
"8260","contig0009277",2
"8261","contig0009279",1
"8262","contig0009284",1
"8263","contig0009285",2
"8264","contig0009286",1
"8265","contig0009287",1
"8266","contig0009288",2
"8267","contig0009289",2
"8268","contig0009291",2
"8269","contig0009292",1
"8270","contig0009293",1
"8271","contig0009298",1
"8272","contig0009300",2
"8273","contig0009301",1
"8274","contig0009304",2
"8275","contig0009305",1
"8276","contig0009306",2
"8277","contig0009307",1
"8278","contig0009310",1
"8279","contig0009312",2
"8280","contig0009313",1
"8281","contig0009315",3
"8282","contig0009316",1
"8283","contig0009317",1
"8284","contig0009318",1
"8285","contig0009319",2
"8286","contig0009320",3
"8287","contig0009321",2
"8288","contig0009322",1
"8289","contig0009324",1
"8290","contig0009325",2
"8291","contig0009326",2
"8292","contig0009329",1
"8293","contig0009330",1
"8294","contig0009331",1
"8295","contig0009332",3
"8296","contig0009333",1
"8297","contig0009335",1
"8298","contig0009337",1
"8299","contig0009338",1
"8300","contig0009339",1
"8301","contig0009341",1
"8302","contig0009344",2
"8303","contig0009346",1
"8304","contig0009347",1
"8305","contig0009348",1
"8306","contig0009349",3
"8307","contig0009353",2
"8308","contig0009354",1
"8309","contig0009356",2
"8310","contig0009358",1
"8311","contig0009360",1
"8312","contig0009361",1
"8313","contig0009362",2
"8314","contig0009364",1
"8315","contig0009365",3
"8316","contig0009367",1
"8317","contig0009368",2
"8318","contig0009369",1
"8319","contig0009370",1
"8320","contig0009371",2
"8321","contig0009374",1
"8322","contig0009376",1
"8323","contig0009377",2
"8324","contig0009378",1
"8325","contig0009379",1
"8326","contig0009380",3
"8327","contig0009381",2
"8328","contig0009382",1
"8329","contig0009383",2
"8330","contig0009384",1
"8331","contig0009385",1
"8332","contig0009387",2
"8333","contig0009394",1
"8334","contig0009396",1
"8335","contig0009397",1
"8336","contig0009398",2
"8337","contig0009399",1
"8338","contig0009402",1
"8339","contig0009403",1
"8340","contig0009404",3
"8341","contig0009405",1
"8342","contig0009408",1
"8343","contig0009409",2
"8344","contig0009413",1
"8345","contig0009414",2
"8346","contig0009415",1
"8347","contig0009417",1
"8348","contig0009418",1
"8349","contig0009419",1
"8350","contig0009420",1
"8351","contig0009421",1
"8352","contig0009422",1
"8353","contig0009423",1
"8354","contig0009424",2
"8355","contig0009425",2
"8356","contig0009426",2
"8357","contig0009427",2
"8358","contig0009428",3
"8359","contig0009429",2
"8360","contig0009430",1
"8361","contig0009431",3
"8362","contig0009432",1
"8363","contig0009433",1
"8364","contig0009436",1
"8365","contig0009439",1
"8366","contig0009441",1
"8367","contig0009442",2
"8368","contig0009444",2
"8369","contig0009445",1
"8370","contig0009446",2
"8371","contig0009448",1
"8372","contig0009449",1
"8373","contig0009452",1
"8374","contig0009453",3
"8375","contig0009454",5
"8376","contig0009458",2
"8377","contig0009459",1
"8378","contig0009461",7
"8379","contig0009462",1
"8380","contig0009464",1
"8381","contig0009465",1
"8382","contig0009466",2
"8383","contig0009468",1
"8384","contig0009470",1
"8385","contig0009474",5
"8386","contig0009478",2
"8387","contig0009479",1
"8388","contig0009483",1
"8389","contig0009484",1
"8390","contig0009485",2
"8391","contig0009487",1
"8392","contig0009491",2
"8393","contig0009493",1
"8394","contig0009494",1
"8395","contig0009495",1
"8396","contig0009497",3
"8397","contig0009498",3
"8398","contig0009501",1
"8399","contig0009503",1
"8400","contig0009505",2
"8401","contig0009508",1
"8402","contig0009511",1
"8403","contig0009512",2
"8404","contig0009513",3
"8405","contig0009515",2
"8406","contig0009516",1
"8407","contig0009520",2
"8408","contig0009521",1
"8409","contig0009523",1
"8410","contig0009524",3
"8411","contig0009525",1
"8412","contig0009526",1
"8413","contig0009528",2
"8414","contig0009529",2
"8415","contig0009532",1
"8416","contig0009533",1
"8417","contig0009536",2
"8418","contig0009537",1
"8419","contig0009538",1
"8420","contig0009539",1
"8421","contig0009540",2
"8422","contig0009544",1
"8423","contig0009545",2
"8424","contig0009547",1
"8425","contig0009552",2
"8426","contig0009553",1
"8427","contig0009554",1
"8428","contig0009555",1
"8429","contig0009558",1
"8430","contig0009560",2
"8431","contig0009563",2
"8432","contig0009566",3
"8433","contig0009570",1
"8434","contig0009571",2
"8435","contig0009573",1
"8436","contig0009577",1
"8437","contig0009578",1
"8438","contig0009580",1
"8439","contig0009582",1
"8440","contig0009583",2
"8441","contig0009584",1
"8442","contig0009585",1
"8443","contig0009589",2
"8444","contig0009591",1
"8445","contig0009594",2
"8446","contig0009595",1
"8447","contig0009597",1
"8448","contig0009598",2
"8449","contig0009599",1
"8450","contig0009600",1
"8451","contig0009602",1
"8452","contig0009603",1
"8453","contig0009604",1
"8454","contig0009605",2
"8455","contig0009607",2
"8456","contig0009608",1
"8457","contig0009609",1
"8458","contig0009611",1
"8459","contig0009612",2
"8460","contig0009614",2
"8461","contig0009615",1
"8462","contig0009616",1
"8463","contig0009617",1
"8464","contig0009620",1
"8465","contig0009621",1
"8466","contig0009622",2
"8467","contig0009623",1
"8468","contig0009626",1
"8469","contig0009627",1
"8470","contig0009628",2
"8471","contig0009631",3
"8472","contig0009633",1
"8473","contig0009635",2
"8474","contig0009637",1
"8475","contig0009638",1
"8476","contig0009639",2
"8477","contig0009642",1
"8478","contig0009644",1
"8479","contig0009645",1
"8480","contig0009648",2
"8481","contig0009651",1
"8482","contig0009653",1
"8483","contig0009655",3
"8484","contig0009657",1
"8485","contig0009658",1
"8486","contig0009659",1
"8487","contig0009661",1
"8488","contig0009662",1
"8489","contig0009663",1
"8490","contig0009665",1
"8491","contig0009666",2
"8492","contig0009668",1
"8493","contig0009670",3
"8494","contig0009671",1
"8495","contig0009674",1
"8496","contig0009675",1
"8497","contig0009676",1
"8498","contig0009681",1
"8499","contig0009682",1
"8500","contig0009683",1
"8501","contig0009684",2
"8502","contig0009685",1
"8503","contig0009687",1
"8504","contig0009688",1
"8505","contig0009689",2
"8506","contig0009690",3
"8507","contig0009692",1
"8508","contig0009693",1
"8509","contig0009696",1
"8510","contig0009700",1
"8511","contig0009701",1
"8512","contig0009703",3
"8513","contig0009707",1
"8514","contig0009708",1
"8515","contig0009710",1
"8516","contig0009712",2
"8517","contig0009713",3
"8518","contig0009714",2
"8519","contig0009715",3
"8520","contig0009716",1
"8521","contig0009717",2
"8522","contig0009718",1
"8523","contig0009720",1
"8524","contig0009721",1
"8525","contig0009724",1
"8526","contig0009727",2
"8527","contig0009728",1
"8528","contig0009730",2
"8529","contig0009731",2
"8530","contig0009732",3
"8531","contig0009733",1
"8532","contig0009735",1
"8533","contig0009736",1
"8534","contig0009737",1
"8535","contig0009738",2
"8536","contig0009745",1
"8537","contig0009747",1
"8538","contig0009748",2
"8539","contig0009751",1
"8540","contig0009756",1
"8541","contig0009758",1
"8542","contig0009759",2
"8543","contig0009760",2
"8544","contig0009761",2
"8545","contig0009762",1
"8546","contig0009763",1
"8547","contig0009764",1
"8548","contig0009765",1
"8549","contig0009766",1
"8550","contig0009770",2
"8551","contig0009771",1
"8552","contig0009774",1
"8553","contig0009775",1
"8554","contig0009776",2
"8555","contig0009779",2
"8556","contig0009780",1
"8557","contig0009781",2
"8558","contig0009782",1
"8559","contig0009784",1
"8560","contig0009785",1
"8561","contig0009786",2
"8562","contig0009787",1
"8563","contig0009788",1
"8564","contig0009791",1
"8565","contig0009792",1
"8566","contig0009794",1
"8567","contig0009796",2
"8568","contig0009797",1
"8569","contig0009800",1
"8570","contig0009803",1
"8571","contig0009804",1
"8572","contig0009805",2
"8573","contig0009806",2
"8574","contig0009807",1
"8575","contig0009809",2
"8576","contig0009810",1
"8577","contig0009812",4
"8578","contig0009815",1
"8579","contig0009816",1
"8580","contig0009817",2
"8581","contig0009820",2
"8582","contig0009822",2
"8583","contig0009824",1
"8584","contig0009825",1
"8585","contig0009826",1
"8586","contig0009829",1
"8587","contig0009830",1
"8588","contig0009832",1
"8589","contig0009833",2
"8590","contig0009834",1
"8591","contig0009836",1
"8592","contig0009838",1
"8593","contig0009839",1
"8594","contig0009844",1
"8595","contig0009845",1
"8596","contig0009848",1
"8597","contig0009849",1
"8598","contig0009850",1
"8599","contig0009853",1
"8600","contig0009854",1
"8601","contig0009857",2
"8602","contig0009858",2
"8603","contig0009860",1
"8604","contig0009861",1
"8605","contig0009865",2
"8606","contig0009866",1
"8607","contig0009868",1
"8608","contig0009871",2
"8609","contig0009872",1
"8610","contig0009875",1
"8611","contig0009878",1
"8612","contig0009881",1
"8613","contig0009886",1
"8614","contig0009887",2
"8615","contig0009890",1
"8616","contig0009891",2
"8617","contig0009892",1
"8618","contig0009893",1
"8619","contig0009894",6
"8620","contig0009896",1
"8621","contig0009897",2
"8622","contig0009900",1
"8623","contig0009901",1
"8624","contig0009902",1
"8625","contig0009905",1
"8626","contig0009907",2
"8627","contig0009908",2
"8628","contig0009910",1
"8629","contig0009911",1
"8630","contig0009912",1
"8631","contig0009914",3
"8632","contig0009918",1
"8633","contig0009921",1
"8634","contig0009922",1
"8635","contig0009923",1
"8636","contig0009927",2
"8637","contig0009929",1
"8638","contig0009930",2
"8639","contig0009932",1
"8640","contig0009934",1
"8641","contig0009937",1
"8642","contig0009939",1
"8643","contig0009942",1
"8644","contig0009943",1
"8645","contig0009944",1
"8646","contig0009945",1
"8647","contig0009946",1
"8648","contig0009947",1
"8649","contig0009948",1
"8650","contig0009950",1
"8651","contig0009951",1
"8652","contig0009952",2
"8653","contig0009954",1
"8654","contig0009955",1
"8655","contig0009956",1
"8656","contig0009957",1
"8657","contig0009958",2
"8658","contig0009960",1
"8659","contig0009961",1
"8660","contig0009962",2
"8661","contig0009963",1
"8662","contig0009964",2
"8663","contig0009965",1
"8664","contig0009968",1
"8665","contig0009971",1
"8666","contig0009975",3
"8667","contig0009976",1
"8668","contig0009977",1
"8669","contig0009981",1
"8670","contig0009986",1
"8671","contig0009988",1
"8672","contig0009989",1
"8673","contig0009993",1
"8674","contig0009994",1
"8675","contig0009998",1
"8676","contig0010001",2
"8677","contig0010003",1
"8678","contig0010005",1
"8679","contig0010006",1
"8680","contig0010007",1
"8681","contig0010013",1
"8682","contig0010014",1
"8683","contig0010015",1
"8684","contig0010018",2
"8685","contig0010021",2
"8686","contig0010023",2
"8687","contig0010024",1
"8688","contig0010026",3
"8689","contig0010027",1
"8690","contig0010030",1
"8691","contig0010032",2
"8692","contig0010034",1
"8693","contig0010035",1
"8694","contig0010038",5
"8695","contig0010040",1
"8696","contig0010041",1
"8697","contig0010043",1
"8698","contig0010045",1
"8699","contig0010047",2
"8700","contig0010049",2
"8701","contig0010052",2
"8702","contig0010054",2
"8703","contig0010055",1
"8704","contig0010057",1
"8705","contig0010058",2
"8706","contig0010059",1
"8707","contig0010060",1
"8708","contig0010061",1
"8709","contig0010062",1
"8710","contig0010063",1
"8711","contig0010065",2
"8712","contig0010066",1
"8713","contig0010067",1
"8714","contig0010068",4
"8715","contig0010069",1
"8716","contig0010070",1
"8717","contig0010071",3
"8718","contig0010072",1
"8719","contig0010076",1
"8720","contig0010077",1
"8721","contig0010078",1
"8722","contig0010081",2
"8723","contig0010082",1
"8724","contig0010083",1
"8725","contig0010084",1
"8726","contig0010085",1
"8727","contig0010086",1
"8728","contig0010088",1
"8729","contig0010092",4
"8730","contig0010095",1
"8731","contig0010101",1
"8732","contig0010105",1
"8733","contig0010106",1
"8734","contig0010110",1
"8735","contig0010111",2
"8736","contig0010113",1
"8737","contig0010114",2
"8738","contig0010115",1
"8739","contig0010117",1
"8740","contig0010120",1
"8741","contig0010121",1
"8742","contig0010122",2
"8743","contig0010124",1
"8744","contig0010125",1
"8745","contig0010126",1
"8746","contig0010127",1
"8747","contig0010129",1
"8748","contig0010130",3
"8749","contig0010134",1
"8750","contig0010135",1
"8751","contig0010137",1
"8752","contig0010138",2
"8753","contig0010140",3
"8754","contig0010144",1
"8755","contig0010146",1
"8756","contig0010148",1
"8757","contig0010149",1
"8758","contig0010152",1
"8759","contig0010154",2
"8760","contig0010156",2
"8761","contig0010157",1
"8762","contig0010158",2
"8763","contig0010159",1
"8764","contig0010161",1
"8765","contig0010164",1
"8766","contig0010165",1
"8767","contig0010168",2
"8768","contig0010169",2
"8769","contig0010171",1
"8770","contig0010172",1
"8771","contig0010175",1
"8772","contig0010176",1
"8773","contig0010179",4
"8774","contig0010180",1
"8775","contig0010183",1
"8776","contig0010185",1
"8777","contig0010188",2
"8778","contig0010190",1
"8779","contig0010192",1
"8780","contig0010193",2
"8781","contig0010197",1
"8782","contig0010202",1
"8783","contig0010205",1
"8784","contig0010207",1
"8785","contig0010208",1
"8786","contig0010209",2
"8787","contig0010211",1
"8788","contig0010212",2
"8789","contig0010220",1
"8790","contig0010223",1
"8791","contig0010229",1
"8792","contig0010231",2
"8793","contig0010232",1
"8794","contig0010235",1
"8795","contig0010237",1
"8796","contig0010241",3
"8797","contig0010242",2
"8798","contig0010245",1
"8799","contig0010247",3
"8800","contig0010250",1
"8801","contig0010251",1
"8802","contig0010252",1
"8803","contig0010255",2
"8804","contig0010258",1
"8805","contig0010259",1
"8806","contig0010260",2
"8807","contig0010261",1
"8808","contig0010265",1
"8809","contig0010266",1
"8810","contig0010267",1
"8811","contig0010268",1
"8812","contig0010270",3
"8813","contig0010274",1
"8814","contig0010281",1
"8815","contig0010285",1
"8816","contig0010286",2
"8817","contig0010292",1
"8818","contig0010293",1
"8819","contig0010294",1
"8820","contig0010298",1
"8821","contig0010299",1
"8822","contig0010303",1
"8823","contig0010305",1
"8824","contig0010306",1
"8825","contig0010307",2
"8826","contig0010309",1
"8827","contig0010310",1
"8828","contig0010311",2
"8829","contig0010312",1
"8830","contig0010314",2
"8831","contig0010315",1
"8832","contig0010316",2
"8833","contig0010317",1
"8834","contig0010318",1
"8835","contig0010319",1
"8836","contig0010321",1
"8837","contig0010326",3
"8838","contig0010327",1
"8839","contig0010328",1
"8840","contig0010329",3
"8841","contig0010331",1
"8842","contig0010339",1
"8843","contig0010342",1
"8844","contig0010343",2
"8845","contig0010344",1
"8846","contig0010345",1
"8847","contig0010351",1
"8848","contig0010352",1
"8849","contig0010354",1
"8850","contig0010357",1
"8851","contig0010359",1
"8852","contig0010364",1
"8853","contig0010372",1
"8854","contig0010375",2
"8855","contig0010377",3
"8856","contig0010381",1
"8857","contig0010382",1
"8858","contig0010384",1
"8859","contig0010385",2
"8860","contig0010386",4
"8861","contig0010387",1
"8862","contig0010392",3
"8863","contig0010394",1
"8864","contig0010399",1
"8865","contig0010402",1
"8866","contig0010403",1
"8867","contig0010405",2
"8868","contig0010406",2
"8869","contig0010410",2
"8870","contig0010414",2
"8871","contig0010419",2
"8872","contig0010420",1
"8873","contig0010422",1
"8874","contig0010423",1
"8875","contig0010428",1
"8876","contig0010431",1
"8877","contig0010432",1
"8878","contig0010435",1
"8879","contig0010436",1
"8880","contig0010438",1
"8881","contig0010440",2
"8882","contig0010445",2
"8883","contig0010447",2
"8884","contig0010448",1
"8885","contig0010449",1
"8886","contig0010450",1
"8887","contig0010451",2
"8888","contig0010452",1
"8889","contig0010453",1
"8890","contig0010454",1
"8891","contig0010455",3
"8892","contig0010457",1
"8893","contig0010459",2
"8894","contig0010460",1
"8895","contig0010461",1
"8896","contig0010464",1
"8897","contig0010465",1
"8898","contig0010467",1
"8899","contig0010469",1
"8900","contig0010470",1
"8901","contig0010471",1
"8902","contig0010473",1
"8903","contig0010474",1
"8904","contig0010475",1
"8905","contig0010477",1
"8906","contig0010479",2
"8907","contig0010481",2
"8908","contig0010484",1
"8909","contig0010485",1
"8910","contig0010490",1
"8911","contig0010491",1
"8912","contig0010493",1
"8913","contig0010494",1
"8914","contig0010495",2
"8915","contig0010496",1
"8916","contig0010497",1
"8917","contig0010498",1
"8918","contig0010499",1
"8919","contig0010503",2
"8920","contig0010505",1
"8921","contig0010506",1
"8922","contig0010507",2
"8923","contig0010513",1
"8924","contig0010516",1
"8925","contig0010519",2
"8926","contig0010520",1
"8927","contig0010522",1
"8928","contig0010526",1
"8929","contig0010527",1
"8930","contig0010528",1
"8931","contig0010530",2
"8932","contig0010534",1
"8933","contig0010535",1
"8934","contig0010539",1
"8935","contig0010540",1
"8936","contig0010541",3
"8937","contig0010542",1
"8938","contig0010543",1
"8939","contig0010550",1
"8940","contig0010552",1
"8941","contig0010553",1
"8942","contig0010554",1
"8943","contig0010559",1
"8944","contig0010561",1
"8945","contig0010562",2
"8946","contig0010563",1
"8947","contig0010565",1
"8948","contig0010569",1
"8949","contig0010573",1
"8950","contig0010577",3
"8951","contig0010578",1
"8952","contig0010579",1
"8953","contig0010581",1
"8954","contig0010582",1
"8955","contig0010583",1
"8956","contig0010584",1
"8957","contig0010585",2
"8958","contig0010586",1
"8959","contig0010587",2
"8960","contig0010588",1
"8961","contig0010590",1
"8962","contig0010592",1
"8963","contig0010594",1
"8964","contig0010595",1
"8965","contig0010598",1
"8966","contig0010599",1
"8967","contig0010600",1
"8968","contig0010601",2
"8969","contig0010603",1
"8970","contig0010604",1
"8971","contig0010606",2
"8972","contig0010607",1
"8973","contig0010608",1
"8974","contig0010609",1
"8975","contig0010610",2
"8976","contig0010614",1
"8977","contig0010618",1
"8978","contig0010620",1
"8979","contig0010624",2
"8980","contig0010626",1
"8981","contig0010630",1
"8982","contig0010633",1
"8983","contig0010634",1
"8984","contig0010637",2
"8985","contig0010639",1
"8986","contig0010640",1
"8987","contig0010641",1
"8988","contig0010642",2
"8989","contig0010643",1
"8990","contig0010644",1
"8991","contig0010645",1
"8992","contig0010647",1
"8993","contig0010648",1
"8994","contig0010650",1
"8995","contig0010651",2
"8996","contig0010652",1
"8997","contig0010653",1
"8998","contig0010654",1
"8999","contig0010655",1
"9000","contig0010657",1
"9001","contig0010660",1
"9002","contig0010661",1
"9003","contig0010662",1
"9004","contig0010664",1
"9005","contig0010665",1
"9006","contig0010669",2
"9007","contig0010671",2
"9008","contig0010677",1
"9009","contig0010678",1
"9010","contig0010679",1
"9011","contig0010681",3
"9012","contig0010685",2
"9013","contig0010686",1
"9014","contig0010687",2
"9015","contig0010688",1
"9016","contig0010689",1
"9017","contig0010692",1
"9018","contig0010695",3
"9019","contig0010699",1
"9020","contig0010703",3
"9021","contig0010704",1
"9022","contig0010706",1
"9023","contig0010707",2
"9024","contig0010708",2
"9025","contig0010710",1
"9026","contig0010711",1
"9027","contig0010712",4
"9028","contig0010713",1
"9029","contig0010714",2
"9030","contig0010715",1
"9031","contig0010716",1
"9032","contig0010721",1
"9033","contig0010725",1
"9034","contig0010728",1
"9035","contig0010729",1
"9036","contig0010731",1
"9037","contig0010733",1
"9038","contig0010736",1
"9039","contig0010739",1
"9040","contig0010742",1
"9041","contig0010743",1
"9042","contig0010747",1
"9043","contig0010749",5
"9044","contig0010751",2
"9045","contig0010753",1
"9046","contig0010757",3
"9047","contig0010758",1
"9048","contig0010759",1
"9049","contig0010762",1
"9050","contig0010768",1
"9051","contig0010770",3
"9052","contig0010771",1
"9053","contig0010772",1
"9054","contig0010773",2
"9055","contig0010776",3
"9056","contig0010777",1
"9057","contig0010779",1
"9058","contig0010783",1
"9059","contig0010784",1
"9060","contig0010786",2
"9061","contig0010789",1
"9062","contig0010791",1
"9063","contig0010792",1
"9064","contig0010793",1
"9065","contig0010795",1
"9066","contig0010798",1
"9067","contig0010799",1
"9068","contig0010801",1
"9069","contig0010802",1
"9070","contig0010803",2
"9071","contig0010805",1
"9072","contig0010806",1
"9073","contig0010807",1
"9074","contig0010810",1
"9075","contig0010816",1
"9076","contig0010817",2
"9077","contig0010819",1
"9078","contig0010822",1
"9079","contig0010823",1
"9080","contig0010824",1
"9081","contig0010825",3
"9082","contig0010826",2
"9083","contig0010828",1
"9084","contig0010829",2
"9085","contig0010831",1
"9086","contig0010832",1
"9087","contig0010834",1
"9088","contig0010840",2
"9089","contig0010842",2
"9090","contig0010844",1
"9091","contig0010845",2
"9092","contig0010847",1
"9093","contig0010848",2
"9094","contig0010852",2
"9095","contig0010856",1
"9096","contig0010859",1
"9097","contig0010860",3
"9098","contig0010862",1
"9099","contig0010864",2
"9100","contig0010865",1
"9101","contig0010866",1
"9102","contig0010868",3
"9103","contig0010872",1
"9104","contig0010873",1
"9105","contig0010875",1
"9106","contig0010877",1
"9107","contig0010881",2
"9108","contig0010883",2
"9109","contig0010884",1
"9110","contig0010885",1
"9111","contig0010887",1
"9112","contig0010888",1
"9113","contig0010889",1
"9114","contig0010896",1
"9115","contig0010899",1
"9116","contig0010901",1
"9117","contig0010907",1
"9118","contig0010910",1
"9119","contig0010911",1
"9120","contig0010912",1
"9121","contig0010913",1
"9122","contig0010914",1
"9123","contig0010918",1
"9124","contig0010921",1
"9125","contig0010922",3
"9126","contig0010923",1
"9127","contig0010925",2
"9128","contig0010931",1
"9129","contig0010934",1
"9130","contig0010935",1
"9131","contig0010936",1
"9132","contig0010937",1
"9133","contig0010938",1
"9134","contig0010943",1
"9135","contig0010945",1
"9136","contig0010947",2
"9137","contig0010949",1
"9138","contig0010951",2
"9139","contig0010952",1
"9140","contig0010953",2
"9141","contig0010956",1
"9142","contig0010958",2
"9143","contig0010959",2
"9144","contig0010961",1
"9145","contig0010962",1
"9146","contig0010966",1
"9147","contig0010968",1
"9148","contig0010969",1
"9149","contig0010970",2
"9150","contig0010973",2
"9151","contig0010974",2
"9152","contig0010975",1
"9153","contig0010980",1
"9154","contig0010981",1
"9155","contig0010984",1
"9156","contig0010985",1
"9157","contig0010986",1
"9158","contig0010989",3
"9159","contig0010990",1
"9160","contig0010991",1
"9161","contig0010993",1
"9162","contig0010994",1
"9163","contig0010995",1
"9164","contig0010996",3
"9165","contig0010998",2
"9166","contig0011001",1
"9167","contig0011002",1
"9168","contig0011003",1
"9169","contig0011008",2
"9170","contig0011010",1
"9171","contig0011016",1
"9172","contig0011017",1
"9173","contig0011019",1
"9174","contig0011020",1
"9175","contig0011023",1
"9176","contig0011024",1
"9177","contig0011025",1
"9178","contig0011031",1
"9179","contig0011032",1
"9180","contig0011034",2
"9181","contig0011036",1
"9182","contig0011037",1
"9183","contig0011038",1
"9184","contig0011039",1
"9185","contig0011041",1
"9186","contig0011045",1
"9187","contig0011046",1
"9188","contig0011048",1
"9189","contig0011050",1
"9190","contig0011051",1
"9191","contig0011053",1
"9192","contig0011054",3
"9193","contig0011056",1
"9194","contig0011057",3
"9195","contig0011063",1
"9196","contig0011069",1
"9197","contig0011070",1
"9198","contig0011071",2
"9199","contig0011075",1
"9200","contig0011076",1
"9201","contig0011077",2
"9202","contig0011079",2
"9203","contig0011084",1
"9204","contig0011090",1
"9205","contig0011098",2
"9206","contig0011102",2
"9207","contig0011106",1
"9208","contig0011107",2
"9209","contig0011108",1
"9210","contig0011111",1
"9211","contig0011113",1
"9212","contig0011115",1
"9213","contig0011119",1
"9214","contig0011121",3
"9215","contig0011122",1
"9216","contig0011124",1
"9217","contig0011125",1
"9218","contig0011127",1
"9219","contig0011129",2
"9220","contig0011130",1
"9221","contig0011131",1
"9222","contig0011132",1
"9223","contig0011136",2
"9224","contig0011142",3
"9225","contig0011143",1
"9226","contig0011147",1
"9227","contig0011149",2
"9228","contig0011151",1
"9229","contig0011152",1
"9230","contig0011153",1
"9231","contig0011154",1
"9232","contig0011163",1
"9233","contig0011166",1
"9234","contig0011167",1
"9235","contig0011169",2
"9236","contig0011172",2
"9237","contig0011176",1
"9238","contig0011177",1
"9239","contig0011179",1
"9240","contig0011180",1
"9241","contig0011187",1
"9242","contig0011188",1
"9243","contig0011195",1
"9244","contig0011196",3
"9245","contig0011197",1
"9246","contig0011200",3
"9247","contig0011202",1
"9248","contig0011203",2
"9249","contig0011204",1
"9250","contig0011207",1
"9251","contig0011209",2
"9252","contig0011215",1
"9253","contig0011218",1
"9254","contig0011219",1
"9255","contig0011229",1
"9256","contig0011236",3
"9257","contig0011238",2
"9258","contig0011239",1
"9259","contig0011242",1
"9260","contig0011244",1
"9261","contig0011247",1
"9262","contig0011252",2
"9263","contig0011254",1
"9264","contig0011255",1
"9265","contig0011262",1
"9266","contig0011263",2
"9267","contig0011265",1
"9268","contig0011267",1
"9269","contig0011272",1
"9270","contig0011273",1
"9271","contig0011275",1
"9272","contig0011281",1
"9273","contig0011282",1
"9274","contig0011288",1
"9275","contig0011289",1
"9276","contig0011290",3
"9277","contig0011291",1
"9278","contig0011294",1
"9279","contig0011296",1
"9280","contig0011298",1
"9281","contig0011299",1
"9282","contig0011306",1
"9283","contig0011307",3
"9284","contig0011309",1
"9285","contig0011311",1
"9286","contig0011313",1
"9287","contig0011315",2
"9288","contig0011316",1
"9289","contig0011321",1
"9290","contig0011324",1
"9291","contig0011325",1
"9292","contig0011327",2
"9293","contig0011328",2
"9294","contig0011330",2
"9295","contig0011332",1
"9296","contig0011333",2
"9297","contig0011340",1
"9298","contig0011345",1
"9299","contig0011351",1
"9300","contig0011353",2
"9301","contig0011354",1
"9302","contig0011359",2
"9303","contig0011364",2
"9304","contig0011368",1
"9305","contig0011370",1
"9306","contig0011371",1
"9307","contig0011373",1
"9308","contig0011374",1
"9309","contig0011377",1
"9310","contig0011378",1
"9311","contig0011379",2
"9312","contig0011385",1
"9313","contig0011386",1
"9314","contig0011390",1
"9315","contig0011391",5
"9316","contig0011393",2
"9317","contig0011396",1
"9318","contig0011398",1
"9319","contig0011400",1
"9320","contig0011403",1
"9321","contig0011404",1
"9322","contig0011405",2
"9323","contig0011407",2
"9324","contig0011408",1
"9325","contig0011413",1
"9326","contig0011414",1
"9327","contig0011415",1
"9328","contig0011416",3
"9329","contig0011420",2
"9330","contig0011421",1
"9331","contig0011422",1
"9332","contig0011424",1
"9333","contig0011425",1
"9334","contig0011427",1
"9335","contig0011428",1
"9336","contig0011431",1
"9337","contig0011434",1
"9338","contig0011435",1
"9339","contig0011436",1
"9340","contig0011437",1
"9341","contig0011439",1
"9342","contig0011441",1
"9343","contig0011442",2
"9344","contig0011444",1
"9345","contig0011447",1
"9346","contig0011449",1
"9347","contig0011451",1
"9348","contig0011455",1
"9349","contig0011457",1
"9350","contig0011465",1
"9351","contig0011472",2
"9352","contig0011476",1
"9353","contig0011479",2
"9354","contig0011481",1
"9355","contig0011482",1
"9356","contig0011483",1
"9357","contig0011487",1
"9358","contig0011491",1
"9359","contig0011493",1
"9360","contig0011494",1
"9361","contig0011496",1
"9362","contig0011502",1
"9363","contig0011503",1
"9364","contig0011505",1
"9365","contig0011514",2
