Direction,Peach,Cm,contig,V2,start,stop,V13
1,Pp06,contig0005075,contig0009001,Pp03,3704253,3705897,minus
-1,Pp07,contig0005077,contig0008839,Pp02,5175444,5175211,minus
-1,Pp08,contig0005080,contig0000742,Pp03,20093471,20093724,plus
1,Pp05,contig0005087,contig0004136,Pp04,4033124,8468198,minus
-1,Pp04,contig0005092,contig0008535,Pp04,25238102,25237118,minus
1,Pp02,contig0005094,contig0000531,Pp02,18675194,18675049,minus
-1,Pp03,contig0005103,contig0008361,Pp02,1936915,1936784,minus
-1,Pp01,contig0005104,contig0007925,Pp08,17454594,17459371,minus
-1,Pp01,contig0005107,contig0003007,Pp07,20371174,20372341,minus
1,Pp05,contig0005112,contig0007442,Pp08,1817807,1818296,plus
1,Pp05,contig0005112,contig0002338,Pp08,19517151,19517692,minus
1,Pp01,contig0005118,contig0002185,Pp05,5346548,5349210,minus
-1,Pp03,contig0005127,contig0002070,Pp05,12388246,15271023,minus
1,Pp02,contig0005140,contig0002010,Pp06,6290807,13801708,plus
-1,Pp04,contig0005141,contig0006311,Pp02,28354070,28353918,minus
1,Pp01,contig0005143,contig0010344,Pp04,649155,649434,plus
-1,Pp06,contig0005144,contig0001672,Pp05,4306584,4329753,minus
-1,Pp06,contig0005144,contig0009383,Pp04,9571668,9571454,minus
1,Pp08,contig0005153,contig0004911,Pp04,8474488,8473978,minus
1,Pp01,contig0005153,contig0004621,Pp04,8474488,8473978,minus
1,Pp01,contig0005153,contig0000739,Pp03,8681850,18783630,plus
1,Pp08,contig0005156,contig0004143,Pp01,23453150,23452847,minus
1,Pp08,contig0005156,contig0008298,Pp01,22093278,22094174,plus
1,Pp08,contig0005156,contig0008216,Pp01,22094174,22093278,minus
1,Pp01,contig0005162,contig0003709,Pp07,9564852,9564679,minus
1,Pp03,contig0005164,contig0003530,Pp07,2303367,2303206,minus
-1,Pp04,contig0005168,contig0003127,Pp01,6903412,6952975,plus
1,Pp01,contig0005175,contig0007587,Pp01,30877616,30877421,minus
-1,Pp01,contig0005186,contig0011778,Pp07,20332013,20332348,plus
-1,Pp04,contig0005194,contig0007202,Pp03,18995194,19006872,plus
1,Pp01,contig0005198,contig0011125,Pp02,29197199,29197016,minus
-1,Pp04,contig0005198,contig0002411,Pp01,22093190,22094174,plus
-1,Pp04,contig0005198,contig0002154,Pp01,11215795,26097466,minus
-1,Pp01,contig0005204,contig0002085,Pp04,2614453,2615752,minus
-1,Pp05,contig0005205,contig0005805,Pp03,7106241,7106431,plus
1,Pp01,contig0005208,contig0001389,Pp06,8860965,30399673,minus
-1,Pp07,contig0005212,contig0009848,Pp08,18009797,18010133,plus
1,Pp01,contig0005232,contig0009438,Pp01,44896356,44896768,plus
1,Pp08,contig0005232,contig0004772,Pp01,41926245,41926513,plus
1,Pp07,contig0005239,contig0009006,Pp02,17189716,17190538,minus
1,Pp05,contig0005246,contig0004585,Pp01,22093278,22094174,plus
1,Pp05,contig0005246,contig0008890,Pp01,37390109,37395191,minus
-1,Pp03,contig0005247,contig0000702,Pp08,20556430,20556585,plus
-1,Pp03,contig0005247,contig0000626,Pp01,22093762,22093447,minus
-1,Pp03,contig0005247,contig0004105,Pp08,16155799,21637663,plus
-1,Pp03,contig0005247,contig0012076,Pp02,363136,363276,plus
-1,Pp05,contig0005248,contig0002841,Pp01,27549634,27549903,plus
-1,Pp05,contig0005248,contig0000172,Pp01,22093190,47126991,plus
1,Pp05,contig0005259,contig0007113,Pp05,8999133,9000461,plus
1,Pp07,contig0005261,contig0002493,Pp04,3970960,3973084,plus
1,Pp07,contig0005261,contig0002367,Pp03,15402634,15511034,plus
1,Pp08,contig0005272,contig0006679,Pp04,1266869,1266417,minus
-1,Pp05,contig0005272,contig0002108,Pp08,1561207,20358343,minus
-1,Pp04,contig0005275,contig0006485,Pp01,9579545,9580115,plus
-1,Pp08,contig0005281,contig0006222,Pp07,9359444,9359854,plus
-1,Pp08,contig0005281,contig0001752,Pp08,19166859,19167037,plus
-1,Pp08,contig0005281,contig0010185,Pp05,14560305,14559769,minus
-1,Pp03,contig0005283,contig0010141,Pp02,6810631,8844810,plus
-1,Pp01,contig0005295,contig0001394,Pp01,22093278,22094174,plus
1,Pp08,contig0005304,contig0009495,Pp07,11383764,11383919,plus
-1,Pp08,contig0005316,contig0000947,Pp01,22093278,22094174,plus
-1,Pp07,contig0005329,contig0004768,Pp07,17087532,17087385,minus
1,Pp04,contig0005348,contig0008406,Pp03,1296829,1297086,plus
-1,Pp01,contig0005348,contig0003824,Pp07,10777677,13827472,minus
1,Pp04,contig0005360,contig0003833,Pp02,13389743,13393480,plus
1,Pp01,contig0005361,contig0008185,Pp07,8344489,9173782,plus
1,Pp01,contig0005361,contig0003684,Pp08,4126115,4127360,plus
-1,Pp05,contig0005366,contig0003308,Pp04,12815738,12818018,minus
1,Pp04,contig0005367,contig0007580,Pp08,21004196,21003951,minus
1,Pp01,contig0005376,contig0003065,Pp03,8904948,8905502,plus
1,Pp01,contig0005376,contig0002612,Pp03,24448111,27250641,plus
1,Pp01,contig0005376,contig0007047,Pp08,1504878,1504615,minus
1,Pp07,contig0005378,contig0010846,Pp01,22094174,22093278,minus
1,Pp07,contig0005378,contig0010893,Pp08,6681825,6681151,minus
1,Pp01,contig0005396,contig0010647,Pp01,46631062,46631648,minus
-1,Pp03,contig0005399,contig0006403,Pp08,17731510,17731689,plus
1,Pp08,contig0005400,contig0010084,Pp07,17321334,17321611,plus
-1,Pp05,contig0005402,contig0001571,Pp08,17181478,17187494,plus
-1,Pp06,contig0005404,contig0001370,Pp07,5720483,13827580,plus
-1,Pp03,contig0005405,contig0001162,Pp01,8309858,16415621,plus
-1,Pp01,contig0005408,contig0009329,Pp07,8713072,8712887,minus
1,Pp02,contig0005410,contig0009324,Pp01,22093278,22094174,plus
-1,Pp02,contig0005413,contig0008940,Pp04,13347811,13347609,minus
1,Pp01,contig0005415,contig0000730,Pp01,2794855,43254415,minus
1,Pp07,contig0005419,contig0000591,Pp01,22093278,22094174,plus
1,Pp08,contig0005429,contig0003826,Pp06,1253265,1252760,minus
-1,Pp04,contig0005435,contig0003296,Pp01,22093278,22094167,plus
-1,Pp02,contig0005440,contig0003126,Pp01,11461167,11460638,minus
-1,Pp03,contig0005447,contig0002933,Pp04,14630681,14630559,minus
-1,Pp06,contig0005452,contig0011579,Pp04,1454447,1497821,minus
1,Pp02,contig0005472,contig0007127,Pp01,15428124,15427765,minus
1,Pp02,contig0005472,contig0002304,Pp03,7527370,7527582,plus
1,Pp01,contig0005475,contig0010845,Pp02,2149376,2149537,plus
1,Pp06,contig0005487,contig0002123,Pp02,22795890,22796555,plus
1,Pp08,contig0005490,contig0006268,Pp01,30333362,30333681,plus
1,Pp08,contig0005490,contig0001787,Pp08,1822854,21004196,plus
1,Pp08,contig0005490,contig0006040,Pp08,19978619,19981035,plus
1,Pp08,contig0005490,contig0005480,Pp03,23985693,23985901,plus
1,Pp03,contig0005491,contig0005486,Pp08,12844209,12844001,minus
-1,Pp08,contig0005495,contig0005269,Pp01,22093278,22094174,plus
-1,Pp08,contig0005525,contig0005246,Pp05,3083545,3505855,plus
-1,Pp08,contig0005531,contig0000982,Pp01,14066998,39772025,minus
-1,Pp08,contig0005531,contig0004836,Pp02,21442309,21469518,minus
1,Pp06,contig0005534,contig0004848,Pp02,25550123,25552361,plus
-1,Pp08,contig0005539,contig0000931,Pp03,23309134,23308877,minus
-1,Pp08,contig0005539,contig0004360,Pp08,1561207,20358343,minus
-1,Pp08,contig0005551,contig0004346,Pp08,20600427,20618605,plus
-1,Pp08,contig0005551,contig0004320,Pp06,29392793,29392956,plus
-1,Pp03,contig0005564,contig0008630,Pp04,16922732,16922543,minus
1,Pp03,contig0005571,contig0004101,Pp01,27559504,27559187,minus
1,Pp03,contig0005571,contig0000569,Pp01,37933735,37939804,minus
1,Pp05,contig0005577,contig0004043,Pp01,22093278,22094174,plus
1,Pp05,contig0005577,contig0003975,Pp02,27612959,27613137,plus
-1,Pp03,contig0005579,contig0003675,Pp04,15989836,15990191,plus
-1,Pp03,contig0005579,contig0003657,Pp04,11261147,11260796,minus
1,Pp05,contig0005594,contig0003468,Pp01,14648915,14649820,minus
-1,Pp06,contig0005613,contig0007706,Pp08,21859848,21859581,minus
-1,Pp06,contig0005613,contig0002972,Pp07,9464520,9481164,plus
-1,Pp08,contig0005617,contig0002927,Pp07,14065755,14078446,plus
-1,Pp03,contig0005630,contig0002744,Pp04,17147789,17237803,plus
-1,Pp03,contig0005630,contig0006809,Pp02,13381842,13382022,plus
-1,Pp02,contig0005639,contig0006602,Pp04,17022336,17021657,minus
-1,Pp07,contig0005651,contig0010190,Pp06,19067550,19067985,plus
1,Pp04,contig0005657,contig0001649,Pp03,1319414,1336815,minus
1,Pp04,contig0005657,contig0005487,Pp04,16922732,16922543,minus
1,Pp07,contig0005658,contig0009487,Pp04,24178861,24179240,plus
-1,Pp07,contig0005658,contig0001090,Pp01,19168147,46729589,minus
-1,Pp06,contig0005669,contig0004732,Pp02,25987406,25988941,minus
-1,Pp06,contig0005669,contig0000857,Pp05,11332943,11428169,plus
-1,Pp03,contig0005685,contig0004555,Pp07,9567729,9567470,minus
-1,Pp02,contig0005713,contig0004545,Pp01,10734618,10735114,plus
-1,Pp02,contig0005714,contig0008883,Pp07,16514779,16515561,minus
-1,Pp02,contig0005731,contig0000737,Pp04,17196236,17195661,minus
-1,Pp08,contig0005733,contig0004314,Pp07,11831440,12795199,minus
-1,Pp08,contig0005733,contig0004149,Pp06,13964623,13964443,minus
1,Pp07,contig0005737,contig0008471,Pp02,2323270,2347726,minus
-1,Pp08,contig0005742,contig0003976,Pp01,47256405,47256653,plus
-1,Pp08,contig0005742,contig0003786,Pp01,13323880,33279862,plus
-1,Pp06,contig0005755,contig0003733,Pp06,3856460,27014077,minus
-1,Pp06,contig0005755,contig0003636,Pp08,4646284,4645975,minus
1,Pp01,contig0005756,contig0003488,Pp07,22121995,22121824,minus
-1,Pp03,contig0005760,contig0003246,Pp01,11749349,11749509,plus
1,Pp08,contig0005774,contig0003234,Pp07,20018645,20024162,plus
-1,Pp08,contig0005781,contig0000294,Pp07,9845975,9845683,minus
-1,Pp08,contig0005781,contig0003176,Pp01,10807724,10809371,plus
1,Pp01,contig0005784,contig0007658,Pp01,11781647,11782841,plus
1,Pp07,contig0005789,contig0002482,Pp07,15482945,15531421,plus
1,Pp07,contig0005789,contig0002333,Pp01,41384644,46830025,plus
-1,Pp04,contig0005798,contig0006803,Pp04,5151823,5152293,plus
1,Pp04,contig0005811,contig0010637,Pp08,179720,179521,minus
1,Pp05,contig0005815,contig0006409,Pp01,15666760,32629487,minus
1,Pp06,contig0005828,contig0005652,Pp01,6252572,6252359,minus
1,Pp06,contig0005828,contig0005608,Pp02,28785928,28785671,minus
-1,Pp02,contig0005846,contig0005445,Pp03,16079766,20533287,plus
-1,Pp02,contig0005850,contig0005221,Pp02,2323270,2347803,minus
1,Pp01,contig0005861,contig0005039,Pp08,18957316,18957019,minus
1,Pp08,contig0005862,contig0004963,Pp08,21003951,21004196,plus
1,Pp01,contig0005870,contig0009136,Pp03,8760622,9284613,minus
-1,Pp08,contig0005884,contig0004579,Pp04,10231160,10241734,plus
-1,Pp01,contig0005886,contig0004492,Pp06,5107351,5179390,plus
1,Pp04,contig0005902,contig0004201,Pp04,919771,13461384,minus
1,Pp04,contig0005902,contig0008467,Pp04,23389805,23396731,minus
-1,Pp01,contig0005908,contig0008215,scaffold_192,75,1090,plus
1,Pp06,contig0005919,contig0008106,Pp01,22094174,22093278,minus
-1,Pp07,contig0005920,contig0003441,Pp08,20738628,20761618,minus
1,Pp06,contig0005930,contig0007546,Pp01,22093278,22094174,plus
1,Pp06,contig0005930,contig0007005,Pp03,4240373,4318513,minus
-1,Pp08,contig0005934,contig0006748,Pp06,2939643,29602352,minus
1,Pp03,contig0005936,contig0002228,Pp04,7671835,7671683,minus
-1,Pp07,contig0005940,contig0002048,Pp08,9180673,18144687,minus
-1,Pp08,contig0005945,contig0001917,Pp03,3338766,3375320,plus
-1,Pp02,contig0005957,contig0010317,Pp07,22305243,22305045,minus
-1,Pp01,contig0005960,contig0006194,Pp07,7815996,7819926,plus
1,Pp01,contig0005984,contig0005836,Pp04,7623908,7623523,minus
-1,Pp06,contig0005991,contig0001233,Pp05,16832880,16833574,plus
1,Pp03,contig0006000,contig0005280,Pp01,9982865,11319792,minus
1,Pp04,contig0006009,contig0009451,Pp07,14147624,14147885,plus
1,Pp06,contig0006010,contig0005183,Pp01,14439156,14439422,plus
-1,Pp05,contig0006010,contig0005076,Pp08,9175574,22473260,plus
-1,Pp03,contig0006011,contig0004829,Pp02,30187940,30188258,plus
1,Pp02,contig0006036,contig0004780,Pp03,3338911,3338766,minus
1,Pp02,contig0006036,contig0004575,Pp01,26168879,26168457,minus
1,Pp06,contig0006051,contig0004561,Pp01,6250371,6252572,plus
-1,Pp01,contig0006058,contig0004563,Pp01,22093278,22093691,plus
1,Pp04,contig0006063,contig0004586,Pp02,9322014,9321802,minus
-1,Pp03,contig0006077,contig0008865,Pp03,21770408,21770135,minus
-1,Pp05,contig0006077,contig0004420,Pp06,7325310,7325470,plus
-1,Pp05,contig0006077,contig0004353,Pp01,22093691,22093278,minus
-1,Pp01,contig0006088,contig0000669,Pp06,26031902,26031050,minus
1,Pp06,contig0006117,contig0003924,Pp06,23571714,23571880,plus
1,Pp05,contig0006117,contig0003687,Pp04,14768012,14820096,minus
1,Pp06,contig0006119,contig0012334,Pp03,25707399,25707241,minus
1,Pp07,contig0006127,contig0007790,Pp04,8752367,8763732,plus
-1,Pp07,contig0006128,contig0003111,Pp01,9971960,10041549,plus
-1,Pp06,contig0006159,contig0007519,Pp05,2568056,2604486,plus
1,Pp01,contig0006176,contig0002599,Pp07,20707424,20707542,plus
-1,Pp03,contig0006190,contig0006876,Pp02,29197199,29197016,minus
-1,Pp03,contig0006198,contig0002053,Pp02,9027417,9027263,minus
-1,Pp04,contig0006226,contig0002065,Pp06,29241235,29241614,plus
-1,Pp03,contig0006229,contig0006423,Pp01,22093763,22093190,minus
1,Pp01,contig0006241,contig0010435,Pp07,7816160,7816365,minus
1,Pp05,contig0006244,contig0001895,Pp07,1393540,1429637,plus
1,scaffold_288,contig0006266,contig0005950,Pp08,9565869,9565493,minus
-1,Pp03,contig0006287,contig0005900,Pp04,4571571,4571706,plus
1,Pp06,contig0006318,contig0005773,Pp04,14899263,23481239,minus
1,Pp04,contig0006324,contig0005426,Pp03,17534908,17534665,minus
1,Pp04,contig0006333,contig0009205,Pp04,22393033,22393230,plus
-1,Pp04,contig0006336,contig0009158,Pp05,15300138,15300482,plus
-1,Pp05,contig0006353,contig0004488,Pp08,17520064,20528017,minus
1,Pp08,contig0006355,contig0004480,Pp07,9846080,9845683,minus
1,Pp06,contig0006381,contig0004427,Pp06,8158622,8176170,plus
1,Pp07,contig0006383,contig0004220,Pp06,29321520,29324273,minus
-1,Pp03,contig0006391,contig0004223,Pp07,16470119,16489671,minus
1,Pp04,contig0006395,contig0008371,Pp08,21003951,21004196,plus
1,Pp04,contig0006395,contig0003723,Pp01,3850808,3870121,plus
-1,Pp01,contig0006409,contig0003676,Pp05,12813654,12824041,plus
1,Pp01,contig0006409,contig0003501,Pp01,12364444,12422656,plus
1,Pp04,contig0006410,contig0003292,Pp03,2243586,26185378,plus
-1,Pp01,contig0006419,contig0000197,Pp02,7484453,7484023,minus
-1,Pp01,contig0006419,contig0002247,Pp01,719330,719096,minus
-1,Pp02,contig0006435,contig0002078,Pp04,5082028,5086506,minus
1,Pp05,contig0006441,contig0006265,Pp01,3198573,3198902,plus
1,Pp01,contig0006450,contig0010298,Pp04,22232760,22236888,plus
1,Pp01,contig0006450,contig0001832,Pp04,11881977,11937233,minus
-1,Pp01,contig0006459,contig0005552,Pp03,5090559,5090379,minus
-1,Pp03,contig0006466,contig0001334,Pp02,2866383,2869938,minus
-1,Pp01,contig0006479,contig0005159,Pp01,6969857,6971985,minus
1,Pp01,contig0006498,contig0000820,Pp08,16365785,16373287,minus
-1,Pp08,contig0006510,contig0008509,Pp07,3954267,3954454,plus
-1,Pp02,contig0006523,contig0003907,Pp08,22150578,22150402,minus
1,Pp05,contig0006524,contig0000459,Pp06,29278264,29278529,plus
-1,Pp03,contig0006526,contig0008169,Pp08,179720,179521,minus
-1,Pp03,contig0006526,contig0000369,Pp06,29115551,29121056,plus
-1,Pp03,contig0006526,contig0007659,Pp01,37002082,37002828,plus
1,Pp02,contig0006530,contig0003099,Pp03,23303874,23308095,plus
1,Pp01,contig0006532,contig0011472,Pp02,10877422,10877590,plus
-1,Pp03,contig0006532,contig0007148,Pp02,24964658,24965033,minus
1,Pp06,contig0006551,contig0002595,Pp06,23493066,23500522,plus
-1,Pp08,contig0006555,contig0002492,Pp01,28468251,36534488,minus
-1,Pp06,contig0006561,contig0006771,Pp01,14773608,14773561,minus
1,Pp06,contig0006561,contig0006499,Pp02,22347723,22347026,minus
1,Pp03,contig0006573,contig0010547,Pp01,22094093,22093278,minus
-1,Pp01,contig0006589,contig0010365,Pp01,22093190,22093692,plus
1,Pp05,contig0006657,contig0006198,Pp04,13461386,13461687,plus
1,Pp05,contig0006657,contig0006151,Pp05,5005401,5005774,plus
1,Pp01,contig0006658,contig0005937,Pp01,8064753,8065218,minus
1,Pp04,contig0006665,contig0001551,Pp01,31378665,31380026,plus
1,Pp05,contig0006696,contig0009591,Pp06,20918987,20919276,plus
-1,Pp04,contig0006705,contig0009353,Pp04,7354019,7354701,plus
1,Pp06,contig0006713,contig0000971,Pp02,21941836,24154969,plus
-1,Pp05,contig0006723,contig0004784,Pp06,26560454,26575034,minus
1,Pp01,contig0006727,contig0004325,Pp03,21665700,21665901,minus
-1,Pp04,contig0006734,contig0003525,Pp04,10297207,10297056,minus
-1,Pp07,contig0006735,contig0002931,Pp01,22093278,22093762,plus
-1,Pp05,contig0006745,contig0007318,Pp04,3819872,3819617,minus
1,Pp02,contig0006755,contig0000102,Pp08,16158149,21637592,minus
-1,Pp03,contig0006755,contig0002116,Pp02,26284980,26284050,minus
-1,Pp02,contig0006781,contig0010359,Pp07,5831772,5831454,minus
1,Pp02,contig0006787,contig0006092,Pp02,29949826,29950231,plus
-1,Pp03,contig0006795,contig0001602,Pp03,18397031,18401897,plus
-1,Pp01,contig0006796,contig0001601,Pp08,179720,179521,minus
1,Pp04,contig0006803,contig0001459,Pp01,43902335,43914659,minus
-1,Pp01,contig0006810,contig0001247,Pp08,12009702,12037267,plus
-1,Pp02,contig0006821,contig0005098,Pp04,8752519,8763334,minus
1,Pp07,contig0006826,contig0004710,Pp08,9422921,9422748,minus
1,Pp08,contig0006832,contig0004503,Pp01,3265136,3267899,minus
1,Pp04,contig0006852,contig0008627,Pp06,25191860,25191592,minus
1,Pp01,contig0006865,contig0004134,Pp06,465918,466077,plus
1,Pp01,contig0006890,contig0003578,Pp04,11007718,11010735,minus
1,Pp05,contig0006938,contig0012351,Pp01,22093278,22093691,plus
1,Pp07,contig0006958,contig0003175,Pp01,615544,47748795,plus
-1,Pp04,contig0006976,contig0007255,Pp06,27418549,27418869,plus
-1,Pp03,contig0006978,contig0002683,Pp01,40536369,40535942,minus
-1,Pp04,contig0006984,contig0007103,Pp06,7295342,7295464,plus
1,Pp01,contig0006990,contig0011038,Pp07,17948233,17948922,plus
-1,Pp01,contig0006997,contig0002322,Pp08,4127338,4126250,minus
-1,Pp03,contig0007007,contig0001994,Pp01,6610039,45010984,plus
1,Pp01,contig0007015,contig0010198,Pp01,22093691,22093278,minus
1,Pp01,contig0007015,contig0006000,Pp03,25712990,25713802,minus
1,Pp02,contig0007060,contig0006003,Pp07,3308898,5483283,minus
1,Pp06,contig0007060,contig0005857,Pp05,14227492,14227097,minus
1,Pp08,contig0007078,contig0005737,Pp07,14295129,14295258,plus
1,Pp01,contig0007097,contig0005561,Pp01,22093312,22093540,plus
1,Pp01,contig0007097,contig0005438,Pp01,34732907,34738230,minus
1,Pp06,contig0007103,contig0005417,Pp01,47241542,47241384,minus
1,Pp05,contig0007113,contig0005395,Pp08,21003951,21004196,plus
1,Pp07,contig0007119,contig0005375,Pp05,12917007,12917201,plus
-1,Pp07,contig0007126,contig0005351,Pp04,6230919,6234748,minus
-1,Pp07,contig0007126,contig0005163,Pp08,13720655,13720802,plus
-1,Pp07,contig0007126,contig0001055,Pp01,22094174,22093191,minus
-1,Pp04,contig0007134,contig0000997,Pp02,6133773,7490010,minus
-1,Pp08,contig0007137,contig0004814,Pp02,7683769,16570206,plus
-1,Pp01,contig0007139,contig0004619,Pp02,27796770,27796601,minus
1,Pp01,contig0007153,contig0000797,Pp06,12218599,28242216,minus
-1,Pp01,contig0007166,contig0004548,Pp01,32608300,32608144,minus
1,Pp01,contig0007169,contig0008324,Pp07,3113720,3117976,plus
1,Pp01,contig0007178,contig0003741,Pp03,23196547,23196891,plus
1,Pp01,contig0007178,contig0003589,Pp02,27796601,27796949,plus
1,Pp01,contig0007178,contig0008001,Pp04,3659854,3660044,plus
1,Pp01,contig0007178,contig0003355,Pp05,12917007,12917201,plus
1,Pp01,contig0007178,contig0007749,Pp06,27455638,27457443,plus
-1,Pp01,contig0007215,contig0007648,Pp08,3496719,3496420,minus
-1,Pp01,contig0007215,contig0007464,Pp02,27527702,27527889,plus
1,Pp07,contig0007243,contig0007396,Pp02,19798591,19799230,plus
1,Pp07,contig0007270,contig0007233,Pp03,25644558,25645328,plus
1,Pp06,contig0007272,contig0011400,Pp07,22113046,22121823,minus
-1,Pp08,contig0007274,contig0011177,Pp07,13947937,13948096,plus
-1,Pp05,contig0007286,contig0002457,Pp01,28529342,28533997,minus
-1,Pp05,contig0007286,contig0010417,Pp02,15508155,15508035,minus
1,Pp06,contig0007287,contig0001781,Pp05,6532199,6717904,minus
-1,Pp04,contig0007303,contig0001627,Pp06,26578659,26578195,minus
-1,Pp04,contig0007303,contig0001631,Pp03,1876923,1986832,plus
1,Pp08,contig0007304,contig0001456,Pp02,26947654,26952798,minus
1,Pp08,contig0007304,contig0005318,Pp01,22093691,22093278,minus
1,Pp08,contig0007304,contig0005207,Pp01,22093691,22093278,minus
1,Pp08,contig0007304,contig0004995,Pp01,4012125,4015485,plus
-1,Pp01,contig0007306,contig0004984,Pp02,28265465,28266337,plus
-1,Pp01,contig0007348,contig0009276,Pp03,1454992,1454828,minus
-1,Pp01,contig0007349,contig0000899,Pp05,3474868,3474991,plus
1,Pp01,contig0007398,contig0003929,Pp01,22093691,22093278,minus
-1,Pp01,contig0007414,contig0003808,Pp05,13718976,13720649,minus
1,Pp04,contig0007419,contig0012503,Pp04,23389685,23396828,plus
-1,Pp07,contig0007451,contig0000283,Pp01,36039409,36039594,plus
1,Pp02,contig0007452,contig0003102,Pp02,28591549,28593695,plus
-1,Pp08,contig0007472,contig0007424,Pp08,7118907,7118704,minus
1,Pp03,contig0007497,contig0006769,Pp01,28327225,28328925,plus
1,Pp06,contig0007501,contig0006710,Pp04,1494404,11647239,minus
-1,Pp07,contig0007517,contig0006289,Pp05,7798776,7800213,plus
-1,Pp07,contig0007517,contig0010318,Pp02,19058628,19059018,plus
1,Pp01,contig0007521,contig0001621,Pp01,22093278,22093691,plus
1,Pp01,contig0007521,contig0005865,Pp07,16605518,16605240,minus
1,Pp01,contig0007535,contig0005778,Pp08,6100837,17813661,plus
-1,Pp02,contig0007536,contig0009901,Pp08,16983918,16984249,plus
-1,Pp02,contig0007558,contig0001441,Pp05,12504840,12505059,plus
1,Pp08,contig0007565,contig0005684,Pp01,22093278,22094093,plus
-1,Pp06,contig0007573,contig0005491,Pp06,16640123,16640327,minus
1,Pp04,contig0007575,contig0004795,Pp04,11881554,11937656,plus
-1,Pp05,contig0007594,contig0008667,Pp01,10638607,10638775,plus
1,Pp05,contig0007617,contig0008497,Pp05,13464788,13478937,plus
1,Pp05,contig0007617,contig0008345,Pp04,9569734,9569289,minus
-1,Pp01,contig0007620,contig0003847,Pp02,14348252,14348625,plus
1,Pp02,contig0007638,contig0003603,Pp01,22094078,22093320,minus
1,Pp02,contig0007638,contig0012521,Pp01,22093278,22093691,plus
1,Pp07,contig0007645,contig0000319,Pp01,22093190,22094093,plus
-1,Pp08,contig0007650,contig0007768,Pp01,5970429,5970595,minus
-1,Pp08,contig0007650,contig0007639,Pp06,3497634,3498137,plus
-1,Pp08,contig0007650,contig0007375,Pp01,11529215,11529355,plus
-1,Pp06,contig0007653,contig0007059,Pp04,4169235,4169578,plus
1,Pp01,contig0007658,contig0002361,Pp01,22093285,22094174,plus
1,Pp01,contig0007659,contig0006160,Pp01,27693205,27693336,plus
1,Pp05,contig0007666,contig0010247,Pp02,28786262,28786038,minus
-1,Pp05,contig0007674,contig0010127,Pp04,2802456,2802212,minus
1,Pp06,contig0007713,contig0005993,Pp04,4169391,4169578,plus
-1,Pp02,contig0007715,contig0001607,Pp05,3751923,3751776,minus
1,Pp01,contig0007724,contig0001465,Pp05,6664535,16629618,minus
-1,Pp04,contig0007754,contig0001208,Pp02,19874190,19937855,plus
1,Pp02,contig0007761,contig0001123,Pp01,22093520,29697790,minus
-1,Pp01,contig0007768,contig0001094,Pp01,39090194,47126875,minus
1,Pp05,contig0007812,contig0008525,Pp01,22093762,22093278,minus
1,Pp03,contig0007812,contig0000510,Pp07,127930,20234089,minus
-1,Pp06,contig0007815,contig0003768,Pp04,4750281,25486893,minus
1,Pp04,contig0007817,contig0003748,Pp01,4395513,39090198,minus
1,Pp04,contig0007817,contig0003654,Pp08,4980249,17384447,plus
-1,Pp06,contig0007819,contig0008118,Pp01,22093278,22094174,plus
1,Pp04,contig0007829,contig0008032,Pp01,15428124,15427765,minus
-1,Pp01,contig0007830,contig0000376,Pp04,5029243,14948044,minus
1,Pp08,contig0007834,contig0003440,Pp01,23298528,23321900,plus
-1,Pp03,contig0007843,contig0003282,Pp08,1526349,1526155,minus
1,Pp05,contig0007850,contig0007775,Pp01,229139,22093691,plus
-1,Pp04,contig0007870,contig0003130,Pp01,22093691,22093278,minus
-1,Pp02,contig0007881,contig0003036,Pp06,20037841,20043862,minus
1,Pp01,contig0007891,contig0011882,Pp06,13938514,13938202,minus
-1,Pp02,contig0007896,contig0002996,Pp08,18842772,18843708,plus
1,scaffold_68,contig0007902,contig0007366,Pp01,22093691,22093278,minus
1,Pp07,contig0007903,contig0002828,Pp02,10872529,10886567,plus
-1,Pp07,contig0007923,contig0002708,Pp01,22093691,22093190,minus
-1,Pp08,contig0007925,contig0002559,Pp03,1791491,1792920,minus
-1,Pp06,contig0007952,contig0002510,Pp02,29399590,29400290,plus
-1,Pp04,contig0007962,contig0002212,Pp08,14040367,14040095,minus
1,Pp04,contig0008001,contig0002175,Pp01,22094093,22093278,minus
-1,Pp01,contig0008012,contig0002136,Pp01,22093762,22093190,minus
-1,Pp06,contig0008042,contig0006422,Pp01,7972875,7974722,plus
-1,Pp07,contig0008079,contig0010272,Pp01,2213013,2213291,plus
-1,Pp03,contig0008099,contig0010114,Pp07,5232132,5233306,minus
-1,Pp03,contig0008099,contig0005767,Pp08,21859857,21859604,minus
1,Pp01,contig0008137,contig0005498,Pp01,898856,899795,plus
-1,Pp08,contig0008158,contig0001284,Pp05,2945960,5054596,plus
1,Pp03,contig0008178,contig0004977,Pp01,3268972,3268778,minus
-1,Pp01,contig0008181,contig0009184,Pp08,14235365,14235059,minus
1,Pp03,contig0008204,contig0004687,Pp01,22093278,22094174,plus
-1,Pp01,contig0008213,contig0000490,Pp04,2669609,4571485,minus
-1,Pp01,contig0008213,contig0003726,Pp01,26860003,36534562,plus
1,Pp08,contig0008223,contig0008159,Pp02,3201036,3201288,minus
1,Pp03,contig0008224,contig0003563,Pp01,22093691,22093278,minus
